gene,pathway,database,cluster
DNAJC11,Unmapped,NA,C2
TMLHE,modified amino acid metabolic process,GO:BP,C2
ATAD3A,Unmapped,NA,C2
MRPS18A,mitochondrial translation,GO:BP,C2
OXSM,phosphate-containing compound metabolic process,GO:BP,C2
MRPL22,mitochondrial translation,GO:BP,C2
NDUFB11,phosphate-containing compound metabolic process,GO:BP,C2
OCIAD1,Unmapped,NA,C2
MARCHF5,Unmapped,NA,C2
CHCHD3,Unmapped,NA,C2
SIRT5,small molecule biosynthetic process,GO:BP,C2
TUBA8,Unmapped,NA,C2
CISD1,regulation of cellular respiration,GO:BP,C2
GLTP,Unmapped,NA,C2
COQ3,HALLMARK_ADIPOGENESIS,Hallmark,C2
HSPBP1,Unmapped,NA,C2
EHD2,Unmapped,NA,C2
NDUFAF4,Unmapped,NA,C2
NDUFA13,phosphate-containing compound metabolic process,GO:BP,C2
PDP1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
SUCLA2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ATXN10,Unmapped,NA,C2
SAE1,Unmapped,NA,C2
VPS29,Unmapped,NA,C2
UQCR10,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
KDM5B,Unmapped,NA,C2
WARS2,mitochondrial translation,GO:BP,C2
SMPX,Unmapped,NA,C2
NDUFA12,monoatomic ion transport,GO:BP,C2
ATP5IF1,phosphate-containing compound metabolic process,GO:BP,C2
AK3,phosphate-containing compound metabolic process,GO:BP,C2
SLC25A13,monoatomic ion transport,GO:BP,C2
STOML2,phosphate-containing compound metabolic process,GO:BP,C2
ACAD8,Unmapped,NA,C2
MYH13,Unmapped,NA,C2
EPDR1,Unmapped,NA,C2
MYO6,Unmapped,NA,C2
NFU1,metallo-sulfur cluster assembly,GO:BP,C2
PPP6R1,Unmapped,NA,C2
USP24,Unmapped,NA,C2
BCS1L,respiratory chain complex IV assembly,GO:BP,C2
VDAC3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
GSTK1,modified amino acid metabolic process,GO:BP,C2
COA3,mitochondrial translation,GO:BP,C2
TMA7,Unmapped,NA,C2
COQ6,small molecule biosynthetic process,GO:BP,C2
ACOT9,phosphate-containing compound metabolic process,GO:BP,C2
MRPL11,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
MSRB2,Unmapped,NA,C2
FIS1,phosphate-containing compound metabolic process,GO:BP,C2
AFG3L2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
RNF114,Unmapped,NA,C2
SAMM50,HALLMARK_ADIPOGENESIS,Hallmark,C2
TIMM9,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
TIMM8B,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
TIMM13,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
MPC1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
HCFC2,Unmapped,NA,C2
MRPS18B,mitochondrial translation,GO:BP,C2
NFS1,phosphate-containing compound metabolic process,GO:BP,C2
MTCH2,HALLMARK_ADIPOGENESIS,Hallmark,C2
BZW2,Unmapped,NA,C2
CHCHD2,response to decreased oxygen levels,GO:BP,C2
NDUFB9,monoatomic ion transport,GO:BP,C2
COX11,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
SQOR,HALLMARK_ADIPOGENESIS,Hallmark,C2
ESYT2,endomembrane system organization,GO:BP,C3
CARNS1,Unmapped,NA,C3
NACA,nitrogen compound transport,GO:BP,C3
MYO1C,regulation of protein localization,GO:BP,C3
FXYD1,Unmapped,NA,C3
PSMD11,modification-dependent macromolecule catabolic process,GO:BP,C3
PSMD12,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
PSMD9,modification-dependent macromolecule catabolic process,GO:BP,C3
PGRMC1,nitrogen compound transport,GO:BP,C3
CLIC1,cell activation,GO:BP,C3
EIF3F,Unmapped,NA,C3
DCTN6,cytoskeleton organization,GO:BP,C3
IPO5,nitrogen compound transport,GO:BP,C3
PSMD14,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
BIN1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3
KPNA3,nitrogen compound transport,GO:BP,C3
HSPB6,response to temperature stimulus,GO:BP,C3
PRMT5,endomembrane system organization,GO:BP,C3
PSMA7,modification-dependent macromolecule catabolic process,GO:BP,C3
CASQ2,Unmapped,NA,C3
HGS,endomembrane system organization,GO:BP,C3
ARPC1B,cytoskeleton organization,GO:BP,C3
PGRMC2,nitrogen compound transport,GO:BP,C3
SURF4,endomembrane system organization,GO:BP,C3
EIF3H,modification-dependent macromolecule catabolic process,GO:BP,C3
STX7,nitrogen compound transport,GO:BP,C3
DYNC1LI2,microtubule-based movement,GO:BP,C3
PSMD3,modification-dependent macromolecule catabolic process,GO:BP,C3
TXNL1,Unmapped,NA,C3
ERI3,Unmapped,NA,C3
TRAPPC3,establishment of organelle localization,GO:BP,C3
GSTZ1,Unmapped,NA,C3
AP1G1,endomembrane system organization,GO:BP,C3
SYNGR2,endomembrane system organization,GO:BP,C3
NARS1,Unmapped,NA,C3
CALU,Unmapped,NA,C3
AHCYL1,nitrogen compound transport,GO:BP,C3
PPP1R12B,Unmapped,NA,C3
SPAG9,Unmapped,NA,C3
SYNCRIP,positive regulation of protein metabolic process,GO:BP,C3
KLHL41,modification-dependent macromolecule catabolic process,GO:BP,C3
PLIN3,Unmapped,NA,C3
KPNA6,nitrogen compound transport,GO:BP,C3
EDF1,positive regulation of biosynthetic process,GO:BP,C3
DNAJA2,response to temperature stimulus,GO:BP,C3
CUTA,Unmapped,NA,C3
WDR1,cytoskeleton organization,GO:BP,C3
CPNE3,Unmapped,NA,C3
CAND2,positive regulation of biosynthetic process,GO:BP,C3
RTN2,endomembrane system organization,GO:BP,C3
TBCA,Unmapped,NA,C3
ATP6V1G1,vesicle organization,GO:BP,C3
FLNB,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3
SEC22B,nitrogen compound transport,GO:BP,C3
VPS26A,nitrogen compound transport,GO:BP,C3
EIF3G,Unmapped,NA,C3
ARL6IP5,nitrogen compound transport,GO:BP,C3
DYSF,cell activation,GO:BP,C3
GLRX3,Unmapped,NA,C3
TMEM63A,Unmapped,NA,C3
SEC31A,endomembrane system organization,GO:BP,C3
MFN2,response to topologically incorrect protein,GO:BP,C3
RTN3,endomembrane system organization,GO:BP,C3
STBD1,Unmapped,NA,C3
TACC2,cytoskeleton organization,GO:BP,C3
LYPLA2,Unmapped,NA,C3
IPO7,nitrogen compound transport,GO:BP,C3
AHSA1,Unmapped,NA,C3
ACSL3,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
CDS2,Unmapped,NA,C3
SNAP29,endomembrane system organization,GO:BP,C3
AP2A1,nitrogen compound transport,GO:BP,C3
DDAH2,positive regulation of biosynthetic process,GO:BP,C3
ABHD16A,Unmapped,NA,C3
TXNDC12,regulation of programmed cell death,GO:BP,C3
CLPTM1,cell activation,GO:BP,C3
PEX11B,Unmapped,NA,C3
CYB5R3,Unmapped,NA,C3
GSR,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
F13A1,Unmapped,NA,C3
HPRT1,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
MT-ATP6,Unmapped,NA,C3
CST3,Unmapped,NA,C3
MB,Unmapped,NA,C3
CRYAB,protein stabilization,GO:BP,C3
TFRC,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
FTL,Unmapped,NA,C3
ANXA1,cytoskeleton organization,GO:BP,C3
CAPNS1,Unmapped,NA,C3
HSPB1,response to topologically incorrect protein,GO:BP,C3
RPN1,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
RPN2,Unmapped,NA,C3
GNAI2,cell division,GO:BP,C3
ATP1A1,Unmapped,NA,C3
ATP1B1,nitrogen compound transport,GO:BP,C3
ITGB1,nitrogen compound transport,GO:BP,C3
GSN,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3
PTMA,positive regulation of biosynthetic process,GO:BP,C3
S100A6,Unmapped,NA,C3
EPHX1,Unmapped,NA,C3
LDHB,Unmapped,NA,C3
P4HB,endoplasmic reticulum to Golgi vesicle-mediated transport,GO:BP,C3
ANXA2,endomembrane system organization,GO:BP,C3
CAPN1,Unmapped,NA,C3
TUBB,cell division,GO:BP,C3
CA3,Unmapped,NA,C3
PFN1,protein stabilization,GO:BP,C3
EPRS1,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
CTSB,regulation of programmed cell death,GO:BP,C3
HSP90AA1,response to topologically incorrect protein,GO:BP,C3
PFKM,nitrogen compound transport,GO:BP,C3
HSP90AB1,response to topologically incorrect protein,GO:BP,C3
ANXA5,regulation of programmed cell death,GO:BP,C3
CLTB,nitrogen compound transport,GO:BP,C3
DLD,Unmapped,NA,C3
IFIT2,regulation of programmed cell death,GO:BP,C3
UCHL1,modification-dependent macromolecule catabolic process,GO:BP,C3
ALDOC,Unmapped,NA,C3
HSPA1A,response to topologically incorrect protein,GO:BP,C3
RRAS,Unmapped,NA,C3
MAPT,microtubule-based movement,GO:BP,C3
HSPA5,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
HSPA8,response to topologically incorrect protein,GO:BP,C3
PYGM,Unmapped,NA,C3
LAMP1,microtubule-based movement,GO:BP,C3
UBL4A,endomembrane system organization,GO:BP,C3
MTHFD1,Unmapped,NA,C3
HARS1,Unmapped,NA,C3
IMPDH2,cell activation,GO:BP,C3
PEPD,regulation of programmed cell death,GO:BP,C3
EEF2,positive regulation of protein metabolic process,GO:BP,C3
PDIA4,nitrogen compound transport,GO:BP,C3
LCP1,nitrogen compound transport,GO:BP,C3
GYS1,Unmapped,NA,C3
MIF,cell activation,GO:BP,C3
CD99,Unmapped,NA,C3
ACYP2,Unmapped,NA,C3
HSP90B1,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
IDE,positive regulation of protein metabolic process,GO:BP,C3
DARS1,Unmapped,NA,C3
AKR1B1,regulation of programmed cell death,GO:BP,C3
GSPT1,Unmapped,NA,C3
EZR,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3
CBR1,Unmapped,NA,C3
ATP2A2,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
YBX3,positive regulation of protein metabolic process,GO:BP,C3
PRKACA,nitrogen compound transport,GO:BP,C3
CAPN2,cytoskeleton organization,GO:BP,C3
PFKL,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
LGALS3,regulation of protein localization,GO:BP,C3
TCP1,protein stabilization,GO:BP,C3
RPL35A,Unmapped,NA,C3
VCL,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3
SRM,Unmapped,NA,C3
RAB6A,microtubule-based movement,GO:BP,C3
CAST,regulation of programmed cell death,GO:BP,C3
PTMS,positive regulation of biosynthetic process,GO:BP,C3
CSRP1,cytoskeleton organization,GO:BP,C3
FLNA,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3
GART,Unmapped,NA,C3
PAICS,Unmapped,NA,C3
SCP2,localization within membrane,GO:BP,C3
PPIB,protein stabilization,GO:BP,C3
HRC,Unmapped,NA,C3
WARS1,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
RPS3,positive regulation of protein metabolic process,GO:BP,C3
AHCY,Unmapped,NA,C3
EIF4B,Unmapped,NA,C3
EEF1B2,Unmapped,NA,C3
DNAJB2,response to topologically incorrect protein,GO:BP,C3
PSMA3,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
MSN,positive regulation of protein metabolic process,GO:BP,C3
S100A4,Unmapped,NA,C3
TARS1,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Hallmark,C3
VARS1,Unmapped,NA,C3
EEF1G,Unmapped,NA,C3
PLN,endomembrane system organization,GO:BP,C3
YWHAQ,Unmapped,NA,C3
CALR,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
MAP4,microtubule-based movement,GO:BP,C3
CANX,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
PSMB4,modification-dependent macromolecule catabolic process,GO:BP,C3
PSMB5,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
MAPK1,endomembrane system organization,GO:BP,C3
RBL1,regulation of cell cycle G1/S phase transition,GO:BP,C3
TPP2,Unmapped,NA,C3
EEF1D,response to temperature stimulus,GO:BP,C3
MARCKS,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3
PRDX5,positive regulation of biosynthetic process,GO:BP,C3
CMPK1,Unmapped,NA,C3
PPP2R1A,cytoskeleton organization,GO:BP,C3
CLIP1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3
SERPINB1,Unmapped,NA,C3
ALDH1B1,Unmapped,NA,C3
MAT2A,Unmapped,NA,C3
DNAJA1,response to topologically incorrect protein,GO:BP,C3
AKT2,endomembrane system organization,GO:BP,C3
ATIC,Unmapped,NA,C3
YWHAB,Unmapped,NA,C3
STIP1,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
S100A11,Unmapped,NA,C3
GBP2,Unmapped,NA,C3
KIF5B,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3
HSPA4,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
PFN2,protein stabilization,GO:BP,C3
THBS4,response to topologically incorrect protein,GO:BP,C3
COPB2,nitrogen compound transport,GO:BP,C3
PPM1A,nitrogen compound transport,GO:BP,C3
PSMC2,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
ARL3,microtubule-based movement,GO:BP,C3
SERPINF1,Unmapped,NA,C3
DDOST,cell activation,GO:BP,C3
CAPG,cytoskeleton organization,GO:BP,C3
CCT6A,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
EIF2S3,Unmapped,NA,C3
NAA10,Unmapped,NA,C3
IARS1,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Hallmark,C3
AKR1C3,regulation of programmed cell death,GO:BP,C3
RPS27,Unmapped,NA,C3
PAFAH1B1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3
PSMC4,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
USP5,modification-dependent macromolecule catabolic process,GO:BP,C3
BAG6,endomembrane system organization,GO:BP,C3
RPS9,Unmapped,NA,C3
GNPDA1,Unmapped,NA,C3
IQGAP1,endomembrane system organization,GO:BP,C3
GYG1,Unmapped,NA,C3
EIF1AX,Unmapped,NA,C3
ARCN1,nitrogen compound transport,GO:BP,C3
CD151,cell activation,GO:BP,C3
PSMD8,modification-dependent macromolecule catabolic process,GO:BP,C3
GSS,Unmapped,NA,C3
CCT5,protein stabilization,GO:BP,C3
NES,cytoskeleton organization,GO:BP,C3
PXN,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3
CCT3,protein stabilization,GO:BP,C3
SARS1,Unmapped,NA,C3
GSK3B,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
GDI2,nitrogen compound transport,GO:BP,C3
SERPINH1,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
CSRP3,endomembrane system organization,GO:BP,C3
DNM2,endomembrane system organization,GO:BP,C3
CCT8,protein stabilization,GO:BP,C3
CCT4,protein stabilization,GO:BP,C3
RAB5C,nitrogen compound transport,GO:BP,C3
RAB7A,endomembrane system organization,GO:BP,C3
BCAP31,modification-dependent macromolecule catabolic process,GO:BP,C3
UBE2D1,modification-dependent macromolecule catabolic process,GO:BP,C3
KPNA1,nitrogen compound transport,GO:BP,C3
ARHGDIB,Unmapped,NA,C3
BLVRA,Unmapped,NA,C3
COPA,nitrogen compound transport,GO:BP,C3
SEC24C,nitrogen compound transport,GO:BP,C3
SUB1,positive regulation of biosynthetic process,GO:BP,C3
RARS1,Unmapped,NA,C3
PRKAG1,positive regulation of protein metabolic process,GO:BP,C3
PRKAA2,positive regulation of protein metabolic process,GO:BP,C3
HSPA2,response to topologically incorrect protein,GO:BP,C3
NAPA,nitrogen compound transport,GO:BP,C3
PSMD4,modification-dependent macromolecule catabolic process,GO:BP,C3
CSE1L,nitrogen compound transport,GO:BP,C3
VCP,response to topologically incorrect protein,GO:BP,C3
NAP1L1,Unmapped,NA,C3
ARPP19,cell division,GO:BP,C3
ARPC4,cytoskeleton organization,GO:BP,C3
SEC61B,nitrogen compound transport,GO:BP,C3
ROMO1,nitrogen compound transport,GO:BP,C3
RPS20,Unmapped,NA,C3
S100A10,endomembrane system organization,GO:BP,C3
RAB10,endomembrane system organization,GO:BP,C3
ACTR2,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
ACTR1A,Unmapped,NA,C3
SEC61A1,endomembrane system organization,GO:BP,C3
VBP1,Unmapped,NA,C3
B2M,cell activation,GO:BP,C3
NPC2,Unmapped,NA,C3
UFM1,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
RPS7,modification-dependent macromolecule catabolic process,GO:BP,C3
PSMC1,modification-dependent macromolecule catabolic process,GO:BP,C3
PSMC5,modification-dependent macromolecule catabolic process,GO:BP,C3
RPS8,Unmapped,NA,C3
RPS15A,Unmapped,NA,C3
RPS16,Unmapped,NA,C3
UBE2G1,modification-dependent macromolecule catabolic process,GO:BP,C3
YWHAE,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3
RPS23,Unmapped,NA,C3
RPS13,Unmapped,NA,C3
RPS11,Unmapped,NA,C3
TMSB4X,cytoskeleton organization,GO:BP,C3
PSMC6,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
ETF1,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
RPS4X,positive regulation of protein metabolic process,GO:BP,C3
RPS6,cell activation,GO:BP,C3
RAN,nitrogen compound transport,GO:BP,C3
RAP1A,positive regulation of protein metabolic process,GO:BP,C3
RPS24,Unmapped,NA,C3
RPS25,Unmapped,NA,C3
RPS26,Unmapped,NA,C3
PPIA,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
RPS27A,modification-dependent macromolecule catabolic process,GO:BP,C3
AP2B1,nitrogen compound transport,GO:BP,C3
DYNLL1,microtubule-based movement,GO:BP,C3
DYNLT1,microtubule-based movement,GO:BP,C3
YBX1,nitrogen compound transport,GO:BP,C3
CSNK2B,modification-dependent macromolecule catabolic process,GO:BP,C3
EEF1A1,Unmapped,NA,C3
TUBA1B,cell division,GO:BP,C3
TUBA4A,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
TUBB4B,microtubule-based movement,GO:BP,C3
EIF4G2,positive regulation of protein metabolic process,GO:BP,C3
CCT2,protein stabilization,GO:BP,C3
PRKDC,positive regulation of protein metabolic process,GO:BP,C3
MRPS15,Unmapped,NA,C3
ARF5,nitrogen compound transport,GO:BP,C3
CLTC,nitrogen compound transport,GO:BP,C3
REEP5,endomembrane system organization,GO:BP,C3
HNRNPU,microtubule-based movement,GO:BP,C3
SPTBN1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3
TIAL1,cell division,GO:BP,C3
EWSR1,Unmapped,NA,C3
COL7A1,Unmapped,NA,C3
AKAP12,cell activation,GO:BP,C3
GBE1,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
EIF4G1,positive regulation of protein metabolic process,GO:BP,C3
AKR1C1,Unmapped,NA,C3
PLP2,Unmapped,NA,C3
EEF1A2,regulation of programmed cell death,GO:BP,C3
PTPN11,nitrogen compound transport,GO:BP,C3
PSME1,regulation of cell cycle G1/S phase transition,GO:BP,C3
ZNF33A,positive regulation of biosynthetic process,GO:BP,C3
CKAP4,Unmapped,NA,C3
KLC1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3
ARHGAP1,nitrogen compound transport,GO:BP,C3
PPID,nitrogen compound transport,GO:BP,C3
AHNAK,endomembrane system organization,GO:BP,C3
HSPA14,'de novo' protein folding,GO:BP,C3
AP1B1,endomembrane system organization,GO:BP,C3
ANK3,endomembrane system organization,GO:BP,C3
HSPB3,response to topologically incorrect protein,GO:BP,C3
STRN3,positive regulation of biosynthetic process,GO:BP,C3
ACACA,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
GPS1,Unmapped,NA,C3
PRKAA1,positive regulation of protein metabolic process,GO:BP,C3
AIMP2,positive regulation of protein metabolic process,GO:BP,C3
PAK2,positive regulation of protein metabolic process,GO:BP,C3
TRIM28,modification-dependent macromolecule catabolic process,GO:BP,C3
UBE2V1,positive regulation of protein metabolic process,GO:BP,C3
DYNC1I2,microtubule-based movement,GO:BP,C3
ILK,endomembrane system organization,GO:BP,C3
PDAP1,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
TMED1,endomembrane system organization,GO:BP,C3
PICALM,positive regulation of protein metabolic process,GO:BP,C3
CAMK2B,regulation of protein localization,GO:BP,C3
CAMK2D,regulation of protein localization,GO:BP,C3
DCTN2,cytoskeleton organization,GO:BP,C3
CUL2,modification-dependent macromolecule catabolic process,GO:BP,C3
CUL4A,modification-dependent macromolecule catabolic process,GO:BP,C3
FHL1,regulation of cell cycle G1/S phase transition,GO:BP,C3
SPTAN1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3
SCARB2,endomembrane system organization,GO:BP,C3
IL18,positive regulation of protein metabolic process,GO:BP,C3
EIF3A,Unmapped,NA,C3
MLEC,Unmapped,NA,C3
DCTN1,endomembrane system organization,GO:BP,C3
DYNC1H1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3
EIF2B1,response to temperature stimulus,GO:BP,C3
FLNC,cytoskeleton organization,GO:BP,C3
GANAB,Unmapped,NA,C3
SSPN,Unmapped,NA,C3
KPNB1,microtubule-based movement,GO:BP,C3
PSME4,Unmapped,NA,C3
SLMAP,localization within membrane,GO:BP,C3
PSMD6,modification-dependent macromolecule catabolic process,GO:BP,C3
SEPTIN2,nitrogen compound transport,GO:BP,C3
EEA1,endomembrane system organization,GO:BP,C3
PEA15,regulation of programmed cell death,GO:BP,C3
PLEC,endomembrane system organization,GO:BP,C3
PPA1,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
PCBP1,positive regulation of biosynthetic process,GO:BP,C3
RSU1,Unmapped,NA,C3
PPP1R7,Unmapped,NA,C3
SEC23A,nitrogen compound transport,GO:BP,C3
MAPRE1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3
TBCE,cytoskeleton organization,GO:BP,C3
RAB11B,nitrogen compound transport,GO:BP,C3
ZYX,cytoskeleton organization,GO:BP,C3
HSPB2,response to topologically incorrect protein,GO:BP,C3
SEPTIN7,cell division,GO:BP,C3
DDB1,modification-dependent macromolecule catabolic process,GO:BP,C3
DPYSL2,cytoskeleton organization,GO:BP,C3
FSCN1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3
UGP2,Unmapped,NA,C3
KLHL40,modification-dependent macromolecule catabolic process,GO:BP,C3
TKFC,Unmapped,NA,C3
FAM98B,positive regulation of biosynthetic process,GO:BP,C3
PDLIM3,cytoskeleton organization,GO:BP,C3
CAVIN4,positive regulation of biosynthetic process,GO:BP,C3
RABL3,nitrogen compound transport,GO:BP,C3
DCAF8,Unmapped,NA,C3
ECPAS,ERAD pathway,GO:BP,C3
RNF123,modification-dependent macromolecule catabolic process,GO:BP,C3
TMEM198,Unmapped,NA,C3
NXN,Unmapped,NA,C3
PTRHD1,Unmapped,NA,C3
LAMTOR1,endomembrane system organization,GO:BP,C3
DHRS7B,Unmapped,NA,C3
TRIM72,endomembrane system organization,GO:BP,C3
COPS6,Unmapped,NA,C3
COMMD6,Unmapped,NA,C3
PRUNE1,cytoskeleton organization,GO:BP,C3
MTDH,positive regulation of biosynthetic process,GO:BP,C3
KTN1,microtubule-based movement,GO:BP,C3
NRAP,cytoskeleton organization,GO:BP,C3
CAND1,positive regulation of biosynthetic process,GO:BP,C3
NDUFA11,Unmapped,NA,C3
PHYKPL,Unmapped,NA,C3
MUSTN1,positive regulation of protein metabolic process,GO:BP,C3
UNC45B,Unmapped,NA,C3
KLHDC8B,cell division,GO:BP,C3
PM20D2,Unmapped,NA,C3
LRRC47,Unmapped,NA,C3
EHBP1L1,Unmapped,NA,C3
TXLNB,Unmapped,NA,C3
MMGT1,endomembrane system organization,GO:BP,C3
EMC1,endomembrane system organization,GO:BP,C3
NHLRC2,Unmapped,NA,C3
TXNDC5,regulation of programmed cell death,GO:BP,C3
ADPRHL1,cytoskeleton organization,GO:BP,C3
ABCF1,positive regulation of protein metabolic process,GO:BP,C3
NEK9,cell division,GO:BP,C3
SETD7,positive regulation of biosynthetic process,GO:BP,C3
THEM6,Unmapped,NA,C3
DNAJA4,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Hallmark,C3
SYNE2,microtubule-based movement,GO:BP,C3
GCN1,Unmapped,NA,C3
ARPC1A,cytoskeleton organization,GO:BP,C3
UFD1,response to topologically incorrect protein,GO:BP,C3
COPS5,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
KHSRP,nitrogen compound transport,GO:BP,C3
TNPO1,nitrogen compound transport,GO:BP,C3
USP9X,modification-dependent macromolecule catabolic process,GO:BP,C3
ERGIC1,endoplasmic reticulum to Golgi vesicle-mediated transport,GO:BP,C3
FERMT2,regulation of protein localization,GO:BP,C3
FUBP1,positive regulation of biosynthetic process,GO:BP,C3
PBXIP1,positive regulation of biosynthetic process,GO:BP,C3
GALM,Unmapped,NA,C3
PPP1R14B,Unmapped,NA,C3
AP2M1,nitrogen compound transport,GO:BP,C3
MMAB,Unmapped,NA,C3
S100A16,Unmapped,NA,C3
PDXP,cell division,GO:BP,C3
SNF8,endomembrane system organization,GO:BP,C3
ERO1A,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
AHCYL2,Unmapped,NA,C3
DDRGK1,response to topologically incorrect protein,GO:BP,C3
ALPK3,Unmapped,NA,C3
JSRP1,Unmapped,NA,C3
VPS13A,microtubule-based movement,GO:BP,C3
TBCB,cytoskeleton organization,GO:BP,C3
PFDN5,Unmapped,NA,C3
VAT1,Unmapped,NA,C3
S100A13,nitrogen compound transport,GO:BP,C3
EIF3C,positive regulation of protein metabolic process,GO:BP,C3
SDHC,Unmapped,NA,C3
NAP1L4,Unmapped,NA,C3
MGST2,Unmapped,NA,C3
CCT7,protein stabilization,GO:BP,C3
APOL2,Unmapped,NA,C3
VPS25,endomembrane system organization,GO:BP,C3
ERP44,response to topologically incorrect protein,GO:BP,C3
ESYT1,endomembrane system organization,GO:BP,C3
DCTN5,Unmapped,NA,C3
TMEM43,endomembrane system organization,GO:BP,C3
TUBB6,cytoskeleton organization,GO:BP,C3
TMEM109,regulation of programmed cell death,GO:BP,C3
TPPP3,cytoskeleton organization,GO:BP,C3
FUNDC2,cell activation,GO:BP,C3
OSBPL11,Unmapped,NA,C3
NAA15,protein stabilization,GO:BP,C3
AP1M1,endomembrane system organization,GO:BP,C3
UBE2O,Unmapped,NA,C3
ANKRD2,Unmapped,NA,C3
NAA50,Unmapped,NA,C3
TOLLIP,modification-dependent macromolecule catabolic process,GO:BP,C3
RAB1B,endomembrane system organization,GO:BP,C3
NUCKS1,positive regulation of biosynthetic process,GO:BP,C3
SLK,cytoskeleton organization,GO:BP,C3
LRMDA,Unmapped,NA,C3
TMEM245,Unmapped,NA,C3
BOLA2,Unmapped,NA,C3
TMX1,positive regulation of protein metabolic process,GO:BP,C3
CHMP4B,endomembrane system organization,GO:BP,C3
TOR1AIP2,endomembrane system organization,GO:BP,C3
GLIPR2,Unmapped,NA,C3
EHD1,nitrogen compound transport,GO:BP,C3
UBE2Z,modification-dependent macromolecule catabolic process,GO:BP,C3
GORASP2,endomembrane system organization,GO:BP,C3
JPT2,Unmapped,NA,C3
CACYBP,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
PREB,nitrogen compound transport,GO:BP,C3
APMAP,Unmapped,NA,C3
RAB18,endomembrane system organization,GO:BP,C3
PALMD,Unmapped,NA,C3
