uniprot_id,gene,contrast,flag
P08590,MYL3,Interaction,never_sig
P08603,CFH,Interaction,never_sig
P08621,SNRNP70,Interaction,never_sig
P08651,NFIC,Interaction,never_sig
P08670,VIM,Interaction,never_sig
P08697,SERPINF2,Interaction,never_sig
P08708,RPS17,Interaction,never_sig
P08727,KRT19,Interaction,never_sig
P08758,ANXA5,Interaction,never_sig
P08865,RPSA,Interaction,never_sig
P09012,SNRPA,Interaction,never_sig
P09104,ENO2,Interaction,never_sig
P09110,ACAA1,Interaction,never_sig
P09211,GSTP1,Interaction,never_sig
P09382,LGALS1,Interaction,never_sig
P09417,QDPR,Interaction,never_sig
P09429,HMGB1,Interaction,never_sig
P09467,FBP1,Interaction,never_sig
P09488,GSTM1,Interaction,never_sig
P09493,TPM1,Interaction,never_sig
P09497,CLTB,Interaction,never_sig
P09525,ANXA4,Interaction,never_sig
P09601,HMOX1,Interaction,never_sig
P09622,DLD,Interaction,never_sig
P09651,HNRNPA1,Interaction,never_sig
P09669,COX6C,Interaction,never_sig
P09874,PARP1,Interaction,never_sig
P09913,IFIT2,Interaction,never_sig
P09936,UCHL1,Interaction,never_sig
P09960,LTA4H,Interaction,never_sig
P09972,ALDOC,Interaction,never_sig
P0CW19,LIMS3,Interaction,never_sig
P0DMV8,HSPA1A,Interaction,never_sig
P0DOY2,IGLC2,Interaction,never_sig
P0DOY3,IGLC3,Interaction,never_sig
P0DP23,CALM1,Interaction,never_sig
P10109,FDX1,Interaction,never_sig
P10176,COX8A,Interaction,never_sig
P10253,GAA,Interaction,never_sig
P10301,RRAS,Interaction,never_sig
P10398,ARAF,Interaction,never_sig
P10515,DLAT,Interaction,never_sig
P10599,TXN,Interaction,never_sig
P10606,COX5B,Interaction,never_sig
P10636,MAPT,Interaction,never_sig
P10644,PRKAR1A,Interaction,never_sig
P10768,ESD,Interaction,never_sig
P10809,HSPD1,Interaction,never_sig
P10828,THRB,Interaction,never_sig
P10909,CLU,Interaction,never_sig
P10916,MYL2,Interaction,never_sig
P11021,HSPA5,Interaction,never_sig
P11047,LAMC1,Interaction,never_sig
P11055,MYH3,Interaction,never_sig
P11142,HSPA8,Interaction,never_sig
P11171,EPB41,Interaction,never_sig
P11177,PDHB,Interaction,never_sig
P11182,DBT,Interaction,never_sig
P11216,PYGB,Interaction,never_sig
P11217,PYGM,Interaction,never_sig
P11233,RALA,Interaction,never_sig
P11277,SPTB,Interaction,never_sig
P11279,LAMP1,Interaction,never_sig
P11310,ACADM,Interaction,never_sig
P11441,UBL4A,Interaction,never_sig
P11532,DMD,Interaction,never_sig
P11586,MTHFD1,Interaction,never_sig
P11766,ADH5,Interaction,never_sig
P11940,PABPC1,Interaction,never_sig
P12081,HARS1,Interaction,never_sig
P12109,COL6A1,Interaction,never_sig
P12110,COL6A2,Interaction,never_sig
P12111,COL6A3,Interaction,never_sig
P12235,SLC25A4,Interaction,never_sig
P12236,SLC25A6,Interaction,never_sig
P12268,IMPDH2,Interaction,never_sig
P12277,CKB,Interaction,never_sig
P12429,ANXA3,Interaction,never_sig
P12694,BCKDHA,Interaction,never_sig
P12814,ACTN1,Interaction,never_sig
P12882,MYH1,Interaction,never_sig
P12883,MYH7,Interaction,never_sig
P12955,PEPD,Interaction,never_sig
P12956,XRCC6,Interaction,never_sig
P13010,XRCC5,Interaction,never_sig
P13073,COX4I1,Interaction,never_sig
P13164,IFITM1,Interaction,never_sig
P13473,LAMP2,Interaction,never_sig
P13489,RNH1,Interaction,never_sig
P13535,MYH8,Interaction,never_sig
P13611,VCAN,Interaction,never_sig
P13639,EEF2,Interaction,never_sig
P13645,KRT10,Interaction,never_sig
P13647,KRT5,Interaction,never_sig
P13667,PDIA4,Interaction,never_sig
P13693,TPT1,Interaction,never_sig
P13716,ALAD,Interaction,never_sig
P13796,LCP1,Interaction,never_sig
P13797,PLS3,Interaction,never_sig
P13798,APEH,Interaction,never_sig
P13804,ETFA,Interaction,never_sig
P13805,TNNT1,Interaction,never_sig
P13807,GYS1,Interaction,never_sig
P13861,PRKAR2A,Interaction,never_sig
P13929,ENO3,Interaction,never_sig
P13987,CD59,Interaction,never_sig
P14174,MIF,Interaction,never_sig
P14209,CD99,Interaction,never_sig
P14314,PRKCSH,Interaction,never_sig
P14324,FDPS,Interaction,never_sig
P14406,COX7A2,Interaction,never_sig
P14543,NID1,Interaction,never_sig
P14550,AKR1A1,Interaction,never_sig
P14618,PKM,Interaction,never_sig
P14621,ACYP2,Interaction,never_sig
P14625,HSP90B1,Interaction,never_sig
P14649,MYL6B,Interaction,never_sig
P14672,SLC2A4,Interaction,never_sig
P14735,IDE,Interaction,never_sig
P14854,COX6B1,Interaction,never_sig
P14866,HNRNPL,Interaction,never_sig
P14868,DARS1,Interaction,never_sig
P14923,JUP,Interaction,never_sig
P14927,UQCRB,Interaction,never_sig
P15088,CPA3,Interaction,never_sig
P15090,FABP4,Interaction,never_sig
P15104,GLUL,Interaction,never_sig
P15121,AKR1B1,Interaction,never_sig
P15170,GSPT1,Interaction,never_sig
P15259,PGAM2,Interaction,never_sig
P15311,EZR,Interaction,never_sig
P15374,UCHL3,Interaction,never_sig
P15531,NME1,Interaction,never_sig
P15880,RPS2,Interaction,never_sig
P15927,RPA2,Interaction,never_sig
P15954,COX7C,Interaction,never_sig
P16083,NQO2,Interaction,never_sig
P16118,PFKFB1,Interaction,never_sig
P16152,CBR1,Interaction,never_sig
P16157,ANK1,Interaction,never_sig
P16219,ACADS,Interaction,never_sig
P16298,PPP3CB,Interaction,never_sig
P16615,ATP2A2,Interaction,never_sig
P16671,CD36,Interaction,never_sig
P16930,FAH,Interaction,never_sig
P16989,YBX3,Interaction,never_sig
P17152,TMEM11,Interaction,never_sig
P17174,GOT1,Interaction,never_sig
P17540,CKMT2,Interaction,never_sig
P17568,NDUFB7,Interaction,never_sig
P17612,PRKACA,Interaction,never_sig
P17655,CAPN2,Interaction,never_sig
P17661,DES,Interaction,never_sig
P17858,PFKL,Interaction,never_sig
P17931,LGALS3,Interaction,never_sig
P17948,FLT1,Interaction,never_sig
P17980,PSMC3,Interaction,never_sig
P17987,TCP1,Interaction,never_sig
P18077,RPL35A,Interaction,never_sig
P18085,ARF4,Interaction,never_sig
P18124,RPL7,Interaction,never_sig
P18206,VCL,Interaction,never_sig
P18621,RPL17,Interaction,never_sig
P18669,PGAM1,Interaction,never_sig
P18859,ATP5PF,Interaction,never_sig
P19075,TSPAN8,Interaction,never_sig
P19237,TNNI1,Interaction,never_sig
P19338,NCL,Interaction,never_sig
P19367,HK1,Interaction,never_sig
P19404,NDUFV2,Interaction,never_sig
P19623,SRM,Interaction,never_sig
P19971,TYMP,Interaction,never_sig
P20020,ATP2B1,Interaction,never_sig
P20042,EIF2S2,Interaction,never_sig
P20073,ANXA7,Interaction,never_sig
P20231,TPSB2,Interaction,never_sig
P20290,BTF3,Interaction,never_sig
P20340,RAB6A,Interaction,never_sig
P20472,PVALB,Interaction,never_sig
P20618,PSMB1,Interaction,never_sig
P20674,COX5A,Interaction,never_sig
P20807,CAPN3,Interaction,never_sig
P20810,CAST,Interaction,never_sig
P20929,NEB,Interaction,never_sig
P20962,PTMS,Interaction,never_sig
P21266,GSTM3,Interaction,never_sig
P21281,ATP6V1B2,Interaction,never_sig
P21291,CSRP1,Interaction,never_sig
P21333,FLNA,Interaction,never_sig
P21397,MAOA,Interaction,never_sig
P21399,ACO1,Interaction,never_sig
P21695,GPD1,Interaction,never_sig
P21796,VDAC1,Interaction,never_sig
P21810,BGN,Interaction,never_sig
P21817,RYR1,Interaction,never_sig
P21912,SDHB,Interaction,never_sig
P21964,COMT,Interaction,never_sig
P21980,TGM2,Interaction,never_sig
P22033,MMUT,Interaction,never_sig
P22059,OSBP,Interaction,never_sig
P22061,PCMT1,Interaction,never_sig
P22102,GART,Interaction,never_sig
P22234,PAICS,Interaction,never_sig
P22307,SCP2,Interaction,never_sig
P22314,UBA1,Interaction,never_sig
P22352,GPX3,Interaction,never_sig
P22392,NME2,Interaction,never_sig
P22570,FDXR,Interaction,never_sig
P22626,HNRNPA2B1,Interaction,never_sig
P22695,UQCRC2,Interaction,never_sig
P22830,FECH,Interaction,never_sig
P23109,AMPD1,Interaction,never_sig
P23142,FBLN1,Interaction,never_sig
P23246,SFPQ,Interaction,never_sig
P23284,PPIB,Interaction,never_sig
P23297,S100A1,Interaction,never_sig
P23327,HRC,Interaction,never_sig
P23368,ME2,Interaction,never_sig
P23381,WARS1,Interaction,never_sig
P23396,RPS3,Interaction,never_sig
P23434,GCSH,Interaction,never_sig
P23526,AHCY,Interaction,never_sig
P23528,CFL1,Interaction,never_sig
P23588,EIF4B,Interaction,never_sig
P23634,ATP2B4,Interaction,never_sig
P23786,CPT2,Interaction,never_sig
P24043,LAMA2,Interaction,never_sig
P24298,GPT,Interaction,never_sig
P24310,COX7A1,Interaction,never_sig
P24311,COX7B,Interaction,never_sig
P24534,EEF1B2,Interaction,never_sig
P24539,ATP5PB,Interaction,never_sig
P24666,ACP1,Interaction,never_sig
P24752,ACAT1,Interaction,never_sig
P24844,MYL9,Interaction,never_sig
P25311,AZGP1,Interaction,never_sig
P25325,MPST,Interaction,never_sig
P25398,RPS12,Interaction,never_sig
P25686,DNAJB2,Interaction,never_sig
P25705,ATP5F1A,Interaction,never_sig
P25786,PSMA1,Interaction,never_sig
P25787,PSMA2,Interaction,never_sig
P25788,PSMA3,Interaction,never_sig
P25789,PSMA4,Interaction,never_sig
P26038,MSN,Interaction,never_sig
P26196,DDX6,Interaction,never_sig
P26368,U2AF2,Interaction,never_sig
P26373,RPL13,Interaction,never_sig
P26440,IVD,Interaction,never_sig
P26447,S100A4,Interaction,never_sig
P26583,HMGB2,Interaction,never_sig
P26639,TARS1,Interaction,never_sig
P26640,VARS1,Interaction,never_sig
P26641,EEF1G,Interaction,never_sig
P26678,PLN,Interaction,never_sig
P26885,FKBP2,Interaction,never_sig
P27105,STOM,Interaction,never_sig
P27338,MAOB,Interaction,never_sig
P27348,YWHAQ,Interaction,never_sig
P27361,MAPK3,Interaction,never_sig
P27635,RPL10,Interaction,never_sig
P27694,RPA1,Interaction,never_sig
P27695,APEX1,Interaction,never_sig
P27797,CALR,Interaction,never_sig
P27816,MAP4,Interaction,never_sig
P27824,CANX,Interaction,never_sig
P28066,PSMA5,Interaction,never_sig
P28070,PSMB4,Interaction,never_sig
P28072,PSMB6,Interaction,never_sig
P28074,PSMB5,Interaction,never_sig
P28161,GSTM2,Interaction,never_sig
P28289,TMOD1,Interaction,never_sig
P28331,NDUFS1,Interaction,never_sig
P28482,MAPK1,Interaction,never_sig
P28749,RBL1,Interaction,never_sig
P28838,LAP3,Interaction,never_sig
P28907,CD38,Interaction,never_sig
P29144,TPP2,Interaction,never_sig
P29218,IMPA1,Interaction,never_sig
P29317,EPHA2,Interaction,never_sig
P29401,TKT,Interaction,never_sig
P29692,EEF1D,Interaction,never_sig
P29966,MARCKS,Interaction,never_sig
P29992,GNA11,Interaction,never_sig
P30038,ALDH4A1,Interaction,never_sig
P30040,ERP29,Interaction,never_sig
P30041,PRDX6,Interaction,never_sig
P30043,BLVRB,Interaction,never_sig
P30044,PRDX5,Interaction,never_sig
P30046,DDT,Interaction,never_sig
P30048,PRDX3,Interaction,never_sig
P30049,ATP5F1D,Interaction,never_sig
P30050,RPL12,Interaction,never_sig
P30084,ECHS1,Interaction,never_sig
P30085,CMPK1,Interaction,never_sig
P30086,PEBP1,Interaction,never_sig
P30101,PDIA3,Interaction,never_sig
P30153,PPP2R1A,Interaction,never_sig
P30405,PPIF,Interaction,never_sig
P30419,NMT1,Interaction,never_sig
P30520,ADSS2,Interaction,never_sig
P30533,LRPAP1,Interaction,never_sig
P30536,TSPO,Interaction,never_sig
P30566,ADSL,Interaction,never_sig
P30622,CLIP1,Interaction,never_sig
P30626,SRI,Interaction,never_sig
P30740,SERPINB1,Interaction,never_sig
P30837,ALDH1B1,Interaction,never_sig
P31040,SDHA,Interaction,never_sig
P31150,GDI1,Interaction,never_sig
P31153,MAT2A,Interaction,never_sig
P31415,CASQ1,Interaction,never_sig
P31689,DNAJA1,Interaction,never_sig
P31751,AKT2,Interaction,never_sig
P31930,UQCRC1,Interaction,never_sig
P31937,HIBADH,Interaction,never_sig
P31939,ATIC,Interaction,never_sig
P31942,HNRNPH3,Interaction,never_sig
P31943,HNRNPH1,Interaction,never_sig
P31946,YWHAB,Interaction,never_sig
P31948,STIP1,Interaction,never_sig
P31949,S100A11,Interaction,never_sig
P32119,PRDX2,Interaction,never_sig
P32456,GBP2,Interaction,never_sig
P33121,ACSL1,Interaction,never_sig
P33176,KIF5B,Interaction,never_sig
P33992,MCM5,Interaction,never_sig
P34896,SHMT1,Interaction,never_sig
P34897,SHMT2,Interaction,never_sig
P34932,HSPA4,Interaction,never_sig
P34949,MPI,Interaction,never_sig
P35052,GPC1,Interaction,never_sig
P35080,PFN2,Interaction,never_sig
P35221,CTNNA1,Interaction,never_sig
P35237,SERPINB6,Interaction,never_sig
P35241,RDX,Interaction,never_sig
P35244,RPA3,Interaction,never_sig
P35268,RPL22,Interaction,never_sig
P35270,SPR,Interaction,never_sig
P35443,THBS4,Interaction,never_sig
P35555,FBN1,Interaction,never_sig
P35573,AGL,Interaction,never_sig
P35579,MYH9,Interaction,never_sig
P35606,COPB2,Interaction,never_sig
P35609,ACTN2,Interaction,never_sig
P35611,ADD1,Interaction,never_sig
P35613,BSG,Interaction,never_sig
P35637,FUS,Interaction,never_sig
P35659,DEK,Interaction,never_sig
P35749,MYH11,Interaction,never_sig
P35754,GLRX,Interaction,never_sig
P35813,PPM1A,Interaction,never_sig
P35908,KRT2,Interaction,never_sig
P35914,HMGCL,Interaction,never_sig
P35998,PSMC2,Interaction,never_sig
P36405,ARL3,Interaction,never_sig
P36507,MAP2K2,Interaction,never_sig
P36542,ATP5F1C,Interaction,never_sig
P36543,ATP6V1E1,Interaction,never_sig
P36578,RPL4,Interaction,never_sig
P36776,LONP1,Interaction,never_sig
P36871,PGM1,Interaction,never_sig
P36873,PPP1CC,Interaction,never_sig
P36955,SERPINF1,Interaction,never_sig
P36957,DLST,Interaction,never_sig
P36959,GMPR,Interaction,never_sig
P36969,GPX4,Interaction,never_sig
P37108,SRP14,Interaction,never_sig
P37802,TAGLN2,Interaction,never_sig
P37837,TALDO1,Interaction,never_sig
P37840,SNCA,Interaction,never_sig
P38117,ETFB,Interaction,never_sig
P38606,ATP6V1A,Interaction,never_sig
P38646,HSPA9,Interaction,never_sig
P39019,RPS19,Interaction,never_sig
P39023,RPL3,Interaction,never_sig
P39059,COL15A1,Interaction,never_sig
P39060,COL18A1,Interaction,never_sig
P39656,DDOST,Interaction,never_sig
P39687,ANP32A,Interaction,never_sig
P40121,CAPG,Interaction,never_sig
P40123,CAP2,Interaction,never_sig
P40227,CCT6A,Interaction,never_sig
P40429,RPL13A,Interaction,never_sig
P40763,STAT3,Interaction,never_sig
P40925,MDH1,Interaction,never_sig
P40926,MDH2,Interaction,never_sig
P40939,HADHA,Interaction,never_sig
P41091,EIF2S3,Interaction,never_sig
P41227,NAA10,Interaction,never_sig
P41236,PPP1R2,Interaction,never_sig
P41250,GARS1,Interaction,never_sig
P41252,IARS1,Interaction,never_sig
P41567,EIF1,Interaction,never_sig
P42126,ECI1,Interaction,never_sig
P42167,TMPO,Interaction,never_sig
P42330,AKR1C3,Interaction,never_sig
P42677,RPS27,Interaction,never_sig
P42704,LRPPRC,Interaction,never_sig
P42765,ACAA2,Interaction,never_sig
P42766,RPL35,Interaction,never_sig
P43007,SLC1A4,Interaction,never_sig
P43034,PAFAH1B1,Interaction,never_sig
P43155,CRAT,Interaction,never_sig
P43304,GPD2,Interaction,never_sig
P43490,NAMPT,Interaction,never_sig
P43686,PSMC4,Interaction,never_sig
P43897,TSFM,Interaction,never_sig
P45378,TNNT3,Interaction,never_sig
P45381,ASPA,Interaction,never_sig
P45877,PPIC,Interaction,never_sig
P45880,VDAC2,Interaction,never_sig
P45954,ACADSB,Interaction,never_sig
P45974,USP5,Interaction,never_sig
P45985,MAP2K4,Interaction,never_sig
P46019,PHKA2,Interaction,never_sig
P46020,PHKA1,Interaction,never_sig
P46109,CRKL,Interaction,never_sig
P46199,MTIF2,Interaction,never_sig
P46379,BAG6,Interaction,never_sig
P46459,NSF,Interaction,never_sig
P46734,MAP2K3,Interaction,never_sig
P46776,RPL27A,Interaction,never_sig
P46777,RPL5,Interaction,never_sig
P46779,RPL28,Interaction,never_sig
P46781,RPS9,Interaction,never_sig
P46782,RPS5,Interaction,never_sig
P46783,RPS10,Interaction,never_sig
P46926,GNPDA1,Interaction,never_sig
P46939,UTRN,Interaction,never_sig
P46940,IQGAP1,Interaction,never_sig
P46976,GYG1,Interaction,never_sig
P46977,STT3A,Interaction,never_sig
P47755,CAPZA2,Interaction,never_sig
P47756,CAPZB,Interaction,never_sig
P47813,EIF1AX,Interaction,never_sig
P47897,QARS1,Interaction,never_sig
P47914,RPL29,Interaction,never_sig
P47985,UQCRFS1,Interaction,never_sig
P48047,ATP5PO,Interaction,never_sig
P48059,LIMS1,Interaction,never_sig
P48147,PREP,Interaction,never_sig
P48163,ME1,Interaction,never_sig
P48426,PIP4K2A,Interaction,never_sig
P48444,ARCN1,Interaction,never_sig
P48449,LSS,Interaction,never_sig
P48507,GCLM,Interaction,never_sig
P48509,CD151,Interaction,never_sig
P48556,PSMD8,Interaction,never_sig
P48637,GSS,Interaction,never_sig
P48643,CCT5,Interaction,never_sig
P48681,NES,Interaction,never_sig
P48735,IDH2,Interaction,never_sig
P48788,TNNI2,Interaction,never_sig
P49023,PXN,Interaction,never_sig
P49189,ALDH9A1,Interaction,never_sig
P49207,RPL34,Interaction,never_sig
P49257,LMAN1,Interaction,never_sig
P49354,FNTA,Interaction,never_sig
P49368,CCT3,Interaction,never_sig
P49406,MRPL19,Interaction,never_sig
P49411,TUFM,Interaction,never_sig
P49419,ALDH7A1,Interaction,never_sig
P49427,CDC34,Interaction,never_sig
P49585,PCYT1A,Interaction,never_sig
P49588,AARS1,Interaction,never_sig
P49589,CARS1,Interaction,never_sig
P49591,SARS1,Interaction,never_sig
P49720,PSMB3,Interaction,never_sig
P49721,PSMB2,Interaction,never_sig
P49748,ACADVL,Interaction,never_sig
P49753,ACOT2,Interaction,never_sig
P49755,TMED10,Interaction,never_sig
P49773,HINT1,Interaction,never_sig
P49821,NDUFV1,Interaction,never_sig
P49840,GSK3A,Interaction,never_sig
P49841,GSK3B,Interaction,never_sig
P50213,IDH3A,Interaction,never_sig
P50225,SULT1A1,Interaction,never_sig
P50395,GDI2,Interaction,never_sig
P50402,EMD,Interaction,never_sig
P50416,CPT1A,Interaction,never_sig
P50454,SERPINH1,Interaction,never_sig
P50461,CSRP3,Interaction,never_sig
P50502,ST13,Interaction,never_sig
P50570,DNM2,Interaction,never_sig
P50579,METAP2,Interaction,never_sig
P50583,NUDT2,Interaction,never_sig
P50851,LRBA,Interaction,never_sig
P50895,BCAM,Interaction,never_sig
P50914,RPL14,Interaction,never_sig
P50990,CCT8,Interaction,never_sig
P50991,CCT4,Interaction,never_sig
P50993,ATP1A2,Interaction,never_sig
P50995,ANXA11,Interaction,never_sig
P51114,FXR1,Interaction,never_sig
P51148,RAB5C,Interaction,never_sig
P51149,RAB7A,Interaction,never_sig
P51452,DUSP3,Interaction,never_sig
P51553,IDH3G,Interaction,never_sig
P51570,GALK1,Interaction,never_sig
P51571,SSR4,Interaction,never_sig
P51572,BCAP31,Interaction,never_sig
P51608,MECP2,Interaction,never_sig
P51636,CAV2,Interaction,never_sig
P51648,ALDH3A2,Interaction,never_sig
P51649,ALDH5A1,Interaction,never_sig
P51659,HSD17B4,Interaction,never_sig
P51665,PSMD7,Interaction,never_sig
P51668,UBE2D1,Interaction,never_sig
P51687,SUOX,Interaction,never_sig
P51692,STAT5B,Interaction,never_sig
P51812,RPS6KA3,Interaction,never_sig
P51858,HDGF,Interaction,never_sig
P51884,LUM,Interaction,never_sig
P51888,PRELP,Interaction,never_sig
P51970,NDUFA8,Interaction,never_sig
P51991,HNRNPA3,Interaction,never_sig
P52179,MYOM1,Interaction,never_sig
P52209,PGD,Interaction,never_sig
P52272,HNRNPM,Interaction,never_sig
P52294,KPNA1,Interaction,never_sig
P52564,MAP2K6,Interaction,never_sig
P52565,ARHGDIA,Interaction,never_sig
P52566,ARHGDIB,Interaction,never_sig
P52758,RIDA,Interaction,never_sig
P52815,MRPL12,Interaction,never_sig
P52888,THOP1,Interaction,never_sig
P52895,AKR1C2,Interaction,never_sig
P52907,CAPZA1,Interaction,never_sig
P52943,CRIP2,Interaction,never_sig
P53004,BLVRA,Interaction,never_sig
P53041,PPP5C,Interaction,never_sig
P53384,NUBP1,Interaction,never_sig
P53597,SUCLG1,Interaction,never_sig
P53621,COPA,Interaction,never_sig
P53701,HCCS,Interaction,never_sig
P53778,MAPK12,Interaction,never_sig
P53814,SMTN,Interaction,never_sig
P53985,SLC16A1,Interaction,never_sig
P53990,IST1,Interaction,never_sig
P53992,SEC24C,Interaction,never_sig
P53999,SUB1,Interaction,never_sig
P54136,RARS1,Interaction,never_sig
P54284,CACNB3,Interaction,never_sig
P54289,CACNA2D1,Interaction,never_sig
P54296,MYOM2,Interaction,never_sig
P54577,YARS1,Interaction,never_sig
P54578,USP14,Interaction,never_sig
P54619,PRKAG1,Interaction,never_sig
P54646,PRKAA2,Interaction,never_sig
P54652,HSPA2,Interaction,never_sig
P54725,RAD23A,Interaction,never_sig
P54727,RAD23B,Interaction,never_sig
P54819,AK2,Interaction,never_sig
P54920,NAPA,Interaction,never_sig
P55010,EIF5,Interaction,never_sig
P55036,PSMD4,Interaction,never_sig
P55039,DRG2,Interaction,never_sig
P55042,RRAD,Interaction,never_sig
P55060,CSE1L,Interaction,never_sig
P55072,VCP,Interaction,never_sig
P55084,HADHB,Interaction,never_sig
P55209,NAP1L1,Interaction,never_sig
P55263,ADK,Interaction,never_sig
P55268,LAMB2,Interaction,never_sig
P55290,CDH13,Interaction,never_sig
P55735,SEC13,Interaction,never_sig
P55769,SNU13,Interaction,never_sig
P55786,NPEPPS,Interaction,never_sig
P55795,HNRNPH2,Interaction,never_sig
P55809,OXCT1,Interaction,never_sig
P55822,SH3BGR,Interaction,never_sig
P55884,EIF3B,Interaction,never_sig
P56134,ATP5MF,Interaction,never_sig
P56181,NDUFV3,Interaction,never_sig
P56192,MARS1,Interaction,never_sig
P56211,ARPP19,Interaction,never_sig
P56381,ATP5F1E,Interaction,never_sig
P56385,ATP5ME,Interaction,never_sig
P56537,EIF6,Interaction,never_sig
P56556,NDUFA6,Interaction,never_sig
P57105,SYNJ2BP,Interaction,never_sig
P57772,EEFSEC,Interaction,never_sig
P58546,MTPN,Interaction,never_sig
P59666,DEFA3,Interaction,never_sig
P59998,ARPC4,Interaction,never_sig
P60033,CD81,Interaction,never_sig
P60174,TPI1,Interaction,never_sig
P60228,EIF3E,Interaction,never_sig
P60468,SEC61B,Interaction,never_sig
P60520,GABARAPL2,Interaction,never_sig
P60602,ROMO1,Interaction,never_sig
P60660,MYL6,Interaction,never_sig
P60709,ACTB,Interaction,never_sig
P60842,EIF4A1,Interaction,never_sig
P60866,RPS20,Interaction,never_sig
P60891,PRPS1,Interaction,never_sig
P60900,PSMA6,Interaction,never_sig
P60903,S100A10,Interaction,never_sig
P60953,CDC42,Interaction,never_sig
P60981,DSTN,Interaction,never_sig
P61019,RAB2A,Interaction,never_sig
P61020,RAB5B,Interaction,never_sig
P61026,RAB10,Interaction,never_sig
P61077,UBE2D3,Interaction,never_sig
P61081,UBE2M,Interaction,never_sig
P61086,UBE2K,Interaction,never_sig
P61088,UBE2N,Interaction,never_sig
P61106,RAB14,Interaction,never_sig
P61158,ACTR3,Interaction,never_sig
P61160,ACTR2,Interaction,never_sig
P61163,ACTR1A,Interaction,never_sig
P61201,COPS2,Interaction,never_sig
P61221,ABCE1,Interaction,never_sig
P61224,RAP1B,Interaction,never_sig
P61247,RPS3A,Interaction,never_sig
P61254,RPL26,Interaction,never_sig
P61313,RPL15,Interaction,never_sig
P61457,PCBD1,Interaction,never_sig
P61513,RPL37A,Interaction,never_sig
P61586,RHOA,Interaction,never_sig
P61604,HSPE1,Interaction,never_sig
P61619,SEC61A1,Interaction,never_sig
P61758,VBP1,Interaction,never_sig
P61769,B2M,Interaction,never_sig
P61803,DAD1,Interaction,never_sig
P61916,NPC2,Interaction,never_sig
P61925,PKIA,Interaction,never_sig
P61956,SUMO2,Interaction,never_sig
P61960,UFM1,Interaction,never_sig
P61970,NUTF2,Interaction,never_sig
P61978,HNRNPK,Interaction,never_sig
P61981,YWHAG,Interaction,never_sig
P62070,RRAS2,Interaction,never_sig
P62072,TIMM10,Interaction,never_sig
P62081,RPS7,Interaction,never_sig
P62136,PPP1CA,Interaction,never_sig
P62140,PPP1CB,Interaction,never_sig
P62191,PSMC1,Interaction,never_sig
P62195,PSMC5,Interaction,never_sig
P62241,RPS8,Interaction,never_sig
P62244,RPS15A,Interaction,never_sig
P62249,RPS16,Interaction,never_sig
P62253,UBE2G1,Interaction,never_sig
P62258,YWHAE,Interaction,never_sig
P62263,RPS14,Interaction,never_sig
P62266,RPS23,Interaction,never_sig
P62269,RPS18,Interaction,never_sig
P62277,RPS13,Interaction,never_sig
P62280,RPS11,Interaction,never_sig
P62316,SNRPD2,Interaction,never_sig
P62318,SNRPD3,Interaction,never_sig
P62328,TMSB4X,Interaction,never_sig
P62333,PSMC6,Interaction,never_sig
P62424,RPL7A,Interaction,never_sig
P62495,ETF1,Interaction,never_sig
P62633,CNBP,Interaction,never_sig
P62701,RPS4X,Interaction,never_sig
P62750,RPL23A,Interaction,never_sig
P62753,RPS6,Interaction,never_sig
P62807,H2BC4,Interaction,never_sig
P62820,RAB1A,Interaction,never_sig
P62826,RAN,Interaction,never_sig
P62829,RPL23,Interaction,never_sig
P62834,RAP1A,Interaction,never_sig
P62841,RPS15,Interaction,never_sig
P62847,RPS24,Interaction,never_sig
P62851,RPS25,Interaction,never_sig
P62854,RPS26,Interaction,never_sig
P62857,RPS28,Interaction,never_sig
P62873,GNB1,Interaction,never_sig
P62879,GNB2,Interaction,never_sig
P62888,RPL30,Interaction,never_sig
P62899,RPL31,Interaction,never_sig
P62906,RPL10A,Interaction,never_sig
P62910,RPL32,Interaction,never_sig
P62913,RPL11,Interaction,never_sig
P62917,RPL8,Interaction,never_sig
P62937,PPIA,Interaction,never_sig
P62942,FKBP1A,Interaction,never_sig
P62979,RPS27A,Interaction,never_sig
P62993,GRB2,Interaction,never_sig
P63000,RAC1,Interaction,never_sig
P63010,AP2B1,Interaction,never_sig
P63027,VAMP2,Interaction,never_sig
P63098,PPP3R1,Interaction,never_sig
P63104,YWHAZ,Interaction,never_sig
P63146,UBE2B,Interaction,never_sig
P63151,PPP2R2A,Interaction,never_sig
P63167,DYNLL1,Interaction,never_sig
P63172,DYNLT1,Interaction,never_sig
P63173,RPL38,Interaction,never_sig
P63208,SKP1,Interaction,never_sig
P63220,RPS21,Interaction,never_sig
P63241,EIF5A,Interaction,never_sig
P63244,RACK1,Interaction,never_sig
P63279,UBE2I,Interaction,never_sig
P63302,SELENOW,Interaction,never_sig
P63316,TNNC1,Interaction,never_sig
P67775,PPP2CA,Interaction,never_sig
P67809,YBX1,Interaction,never_sig
P67870,CSNK2B,Interaction,never_sig
P67936,TPM4,Interaction,never_sig
P68036,UBE2L3,Interaction,never_sig
P68104,EEF1A1,Interaction,never_sig
P68133,ACTA1,Interaction,never_sig
P68363,TUBA1B,Interaction,never_sig
P68366,TUBA4A,Interaction,never_sig
P68371,TUBB4B,Interaction,never_sig
P68400,CSNK2A1,Interaction,never_sig
